job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,remote_ratio
Research Engineer,MI,FT,On-site,2024,US,140000,USD,140000,US,M,0
Data Analyst,MI,FT,Remote,2024,US,85000,USD,85000,US,M,100
Data Analyst,MI,FT,Remote,2024,US,61800,USD,61800,US,M,100
Data Analyst,MI,FT,On-site,2024,US,129118,USD,129118,US,M,0
Data Analyst,MI,FT,On-site,2024,US,86078,USD,86078,US,M,0
Data Scientist,MI,FT,On-site,2024,US,97000,USD,97000,US,M,0
Data Scientist,MI,FT,On-site,2024,US,62000,USD,62000,US,M,0
Data Science Manager,MI,FT,Remote,2024,US,237000,USD,237000,US,M,100
Data Science Manager,MI,FT,Remote,2024,US,201450,USD,201450,US,M,100
Research Engineer,SE,FT,On-site,2024,US,97000,USD,97000,US,M,0
Research Engineer,SE,FT,On-site,2024,US,62000,USD,62000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2024,US,253000,USD,253000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2024,US,187000,USD,187000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2024,US,250000,USD,250000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2024,US,150000,USD,150000,US,M,0
Data Engineer,MI,FT,On-site,2024,US,184000,USD,184000,US,M,0
Data Engineer,MI,FT,On-site,2024,US,123000,USD,123000,US,M,0
Data Scientist,SE,FT,On-site,2024,US,245000,USD,245000,US,M,0
Data Scientist,SE,FT,On-site,2024,US,180000,USD,180000,US,M,0
Data Engineer,SE,FT,On-site,2024,US,184000,USD,184000,US,M,0
Data Engineer,SE,FT,On-site,2024,US,123000,USD,123000,US,M,0
AI Architect,SE,FT,On-site,2024,US,317000,USD,317000,US,M,0
AI Architect,SE,FT,On-site,2024,US,266000,USD,266000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2024,US,229000,USD,229000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2024,US,221000,USD,221000,US,M,0
Data Engineer,SE,FT,Remote,2024,US,210000,USD,210000,US,M,100
Data Engineer,SE,FT,Remote,2024,US,162000,USD,162000,US,M,100
Machine Learning Engineer,SE,FT,On-site,2024,US,198000,USD,198000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2024,US,162000,USD,162000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2024,US,300000,USD,300000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2024,US,180000,USD,180000,US,M,0
Data Scientist,MI,FT,On-site,2024,US,68088,USD,68088,US,M,0
Data Scientist,MI,FT,On-site,2024,US,54552,USD,54552,US,M,0
Data Scientist,SE,FT,On-site,2024,US,324000,USD,324000,US,M,0
Data Scientist,SE,FT,On-site,2024,US,159000,USD,159000,US,M,0
Data Analytics Manager,MI,FT,On-site,2024,US,99000,USD,99000,US,M,0
Data Analytics Manager,MI,FT,On-site,2024,US,70000,USD,70000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2024,US,146000,USD,146000,US,M,0
Data Engineer,MI,FT,Remote,2024,US,110000,USD,110000,US,M,100
Data Engineer,MI,FT,Remote,2024,US,90000,USD,90000,US,M,100
Data Scientist,MI,FT,On-site,2024,US,60000,USD,60000,US,M,0
Data Scientist,MI,FT,On-site,2024,US,55000,USD,55000,US,M,0
Data Analyst,EN,FT,On-site,2024,US,116013,USD,116013,US,M,0
Data Analyst,EN,FT,On-site,2024,US,92810,USD,92810,US,M,0
Research Analyst,SE,FT,On-site,2024,US,200000,USD,200000,US,M,0
Research Analyst,SE,FT,On-site,2024,US,150000,USD,150000,US,M,0
Data Engineer,SE,FT,On-site,2024,US,221000,USD,221000,US,M,0
Data Engineer,MI,FT,On-site,2024,US,146100,USD,146100,US,M,0
Data Engineer,MI,FT,On-site,2024,US,86500,USD,86500,US,M,0
Data Scientist,SE,FT,On-site,2024,US,159300,USD,159300,US,M,0
Data Scientist,SE,FT,On-site,2024,US,96600,USD,96600,US,M,0
Data Engineer,SE,FT,On-site,2024,US,209300,USD,209300,US,M,0
Data Engineer,SE,FT,On-site,2024,US,118300,USD,118300,US,M,0
Data Scientist,SE,FT,Remote,2024,US,130000,USD,130000,US,M,100
Data Engineer,SE,FT,Remote,2024,US,140000,USD,140000,US,M,100
Data Engineer,SE,FT,Remote,2024,US,97200,USD,97200,US,M,100
Data Analyst,SE,FT,Remote,2024,US,140000,USD,140000,US,M,100
Data Engineer,MI,FT,On-site,2024,US,308000,USD,308000,US,M,0
Data Engineer,MI,FT,On-site,2024,US,193000,USD,193000,US,M,0
Data Engineer,SE,FT,On-site,2024,US,240000,USD,240000,US,M,0
Data Engineer,SE,FT,On-site,2024,US,180000,USD,180000,US,M,0
Data Analyst,SE,FT,On-site,2024,US,126480,USD,126480,US,M,0
Data Analyst,SE,FT,On-site,2024,US,82620,USD,82620,US,M,0
Data Scientist,MI,FT,Remote,2024,US,140025,USD,140025,US,M,100
Data Scientist,MI,FT,Remote,2024,US,102300,USD,102300,US,M,100
Research Scientist,MI,FT,Remote,2024,US,81500,USD,81500,US,M,100
Research Scientist,MI,FT,Remote,2024,US,75000,USD,75000,US,M,100
Data Scientist,SE,FT,On-site,2024,US,106875,USD,106875,US,M,0
Data Scientist,SE,FT,On-site,2024,US,71250,USD,71250,US,M,0
Data Science Engineer,MI,FT,Remote,2024,US,245000,USD,245000,US,M,100
Data Science Engineer,MI,FT,Remote,2024,US,135000,USD,135000,US,M,100
Business Intelligence Developer,SE,FT,On-site,2024,US,144138,USD,144138,US,M,0
Business Intelligence Developer,SE,FT,On-site,2024,US,104828,USD,104828,US,M,0
Data Scientist,SE,FT,On-site,2024,US,161000,USD,161000,US,M,0
Data Scientist,SE,FT,On-site,2024,US,133200,USD,133200,US,M,0
Data Scientist,MI,FT,On-site,2024,US,161875,USD,161875,US,M,0
Data Scientist,MI,FT,On-site,2024,US,97125,USD,97125,US,M,0
Machine Learning Engineer,SE,FT,Remote,2024,US,196350,USD,196350,US,M,100
Machine Learning Engineer,SE,FT,Remote,2024,US,127500,USD,127500,US,M,100
Data Scientist,MI,FT,Remote,2024,US,135450,USD,135450,US,M,100
Data Scientist,MI,FT,Remote,2024,US,72870,USD,72870,US,M,100
Data Science,SE,FT,On-site,2024,US,237200,USD,237200,US,M,0
Data Science,SE,FT,On-site,2024,US,172500,USD,172500,US,M,0
Data Scientist,SE,FT,On-site,2024,US,184800,USD,184800,US,M,0
Data Scientist,SE,FT,On-site,2024,US,161900,USD,161900,US,M,0
Data Scientist,SE,FT,On-site,2024,US,146800,USD,146800,US,M,0
Data Scientist,SE,FT,On-site,2024,US,117400,USD,117400,US,M,0
Data Analyst,EN,FT,On-site,2024,US,90000,USD,90000,US,M,0
Data Analyst,EN,FT,On-site,2024,US,60000,USD,60000,US,M,0
Data Product Manager,SE,FT,On-site,2024,US,227200,USD,227200,US,M,0
Data Product Manager,SE,FT,On-site,2024,US,199100,USD,199100,US,M,0
Data Scientist,MI,FT,On-site,2024,US,310000,USD,310000,US,M,0
Data Engineer,SE,FT,On-site,2024,US,140000,USD,140000,US,M,0
Data Engineer,SE,FT,On-site,2024,US,125000,USD,125000,US,M,0
Machine Learning Engineer,MI,FT,On-site,2024,US,223000,USD,223000,US,M,0
Machine Learning Engineer,MI,FT,On-site,2024,US,171600,USD,171600,US,M,0
Data Analyst,SE,FT,Remote,2024,US,192500,USD,192500,US,M,100
Data Analyst,SE,FT,Remote,2024,US,122500,USD,122500,US,M,100
Data Analyst,SE,FT,Remote,2024,US,162900,USD,162900,US,M,100
Data Analyst,SE,FT,Remote,2024,US,117725,USD,117725,US,M,100
Data Analyst,EN,FT,On-site,2024,US,140000,USD,140000,US,M,0
Data Analyst,EN,FT,On-site,2024,US,100000,USD,100000,US,M,0
Data Engineer,MI,FT,Remote,2024,US,170000,USD,170000,US,M,100
Data Engineer,MI,FT,Remote,2024,US,105000,USD,105000,US,M,100
Data Scientist,SE,FT,On-site,2024,US,139000,USD,139000,US,M,0
Analytics Engineer,SE,FT,On-site,2024,US,234200,USD,234200,US,M,0
Analytics Engineer,SE,FT,On-site,2024,US,124000,USD,124000,US,M,0
Data Scientist,MI,FT,Remote,2024,US,153700,USD,153700,US,M,100
Data Scientist,MI,FT,Remote,2024,US,87300,USD,87300,US,M,100
Data Engineer,SE,FT,On-site,2024,US,282000,USD,282000,US,M,0
Data Engineer,SE,FT,On-site,2024,US,208000,USD,208000,US,M,0
Data Engineer,MI,FT,Remote,2024,US,162000,USD,162000,US,M,100
Data Engineer,MI,FT,Remote,2024,US,129000,USD,129000,US,M,100
Research Scientist,SE,FT,On-site,2024,US,138000,USD,138000,US,M,0
Research Scientist,SE,FT,On-site,2024,US,86000,USD,86000,US,M,0
Research Analyst,EN,FT,On-site,2024,US,110000,USD,110000,US,M,0
Research Analyst,EN,FT,On-site,2024,US,90000,USD,90000,US,M,0
Data Engineer,SE,FT,On-site,2024,US,255800,USD,255800,US,M,0
Data Engineer,SE,FT,On-site,2024,US,176000,USD,176000,US,M,0
Research Analyst,EN,FT,Remote,2024,US,120000,USD,120000,US,M,100
Research Analyst,EN,FT,Remote,2024,US,105000,USD,105000,US,M,100
Data Engineer,MI,FT,On-site,2024,US,210000,USD,210000,US,M,0
Data Engineer,MI,FT,On-site,2024,US,140000,USD,140000,US,M,0
Data Engineer,SE,FT,Remote,2024,US,150000,USD,150000,US,M,100
Data Architect,SE,FT,On-site,2024,US,130000,USD,130000,US,M,0
Data Analyst,EN,FT,On-site,2024,US,156000,USD,156000,US,M,0
Data Analyst,EN,FT,On-site,2024,US,124000,USD,124000,US,M,0
Analytics Engineer,SE,FT,Remote,2024,US,189000,USD,189000,US,M,100
Analytics Engineer,SE,FT,Remote,2024,US,140000,USD,140000,US,M,100
Data Analyst,SE,FT,Remote,2024,US,158494,USD,158494,US,M,100
Data Analyst,SE,FT,Remote,2024,US,88052,USD,88052,US,M,100
Data Specialist,MI,FT,On-site,2024,US,111000,USD,111000,US,M,0
Data Specialist,MI,FT,On-site,2024,US,79200,USD,79200,US,M,0
Data Analyst,SE,FT,Remote,2024,US,220000,USD,220000,US,M,100
Data Analyst,SE,FT,Remote,2024,US,170000,USD,170000,US,M,100
Data Scientist,SE,FT,Remote,2024,US,195500,USD,195500,US,M,100
Data Scientist,SE,FT,Remote,2024,US,141300,USD,141300,US,M,100
Data Engineer,SE,FT,On-site,2024,US,139810,USD,139810,US,M,0
Data Engineer,SE,FT,On-site,2024,US,95325,USD,95325,US,M,0
Data Science,EN,FT,Remote,2024,Romania,26000,USD,26000,Romania,L,100
Data Scientist,SE,FT,On-site,2024,Portugal,70000,EUR,77777,Portugal,M,0
Data Scientist,SE,FT,On-site,2024,Portugal,60000,EUR,66666,Portugal,M,0
Data Quality Analyst,EN,FT,On-site,2024,Lebanon,85000,USD,85000,Lebanon,M,0
Data Quality Analyst,EN,FT,On-site,2024,Lebanon,58500,USD,58500,Lebanon,M,0
BI Developer,SE,FT,Remote,2024,India,95000,USD,95000,India,M,100
BI Developer,SE,FT,Remote,2024,India,80000,USD,80000,India,M,100
Machine Learning Engineer,MI,FT,Remote,2024,Ireland,90000,EUR,100000,Ireland,M,100
Machine Learning Engineer,MI,FT,Remote,2024,Ireland,85000,EUR,94444,Ireland,M,100
Data Specialist,MI,FT,On-site,2024,United Kingdom,51284,GBP,64105,United Kingdom,M,0
Data Specialist,MI,FT,On-site,2024,United Kingdom,41027,GBP,51283,United Kingdom,M,0
Data Engineer,EN,FT,On-site,2024,United Kingdom,40000,GBP,50000,United Kingdom,M,0
Data Engineer,EN,FT,On-site,2024,United Kingdom,30000,GBP,37500,United Kingdom,M,0
Business Intelligence Analyst,EN,FT,On-site,2024,United Kingdom,45000,GBP,56250,United Kingdom,M,0
Data Scientist,MI,FT,On-site,2024,United Kingdom,154400,GBP,193000,United Kingdom,M,0
Data Scientist,MI,FT,On-site,2024,United Kingdom,76900,GBP,96125,United Kingdom,M,0
Data Analyst,MI,FT,On-site,2024,United Kingdom,40000,GBP,50000,United Kingdom,M,0
Data Analyst,MI,FT,On-site,2024,United Kingdom,35000,GBP,43750,United Kingdom,M,0
Data Engineer,SE,FT,On-site,2024,United Kingdom,140000,GBP,175000,United Kingdom,M,0
Data Engineer,SE,FT,On-site,2024,United Kingdom,100000,GBP,125000,United Kingdom,M,0
AI Engineer,SE,FT,Remote,2024,United Kingdom,120000,GBP,150000,United Kingdom,M,100
AI Engineer,SE,FT,Remote,2024,United Kingdom,90000,GBP,112500,United Kingdom,M,100
Analytics Engineer,SE,FT,On-site,2024,United Kingdom,104755,GBP,130943,United Kingdom,M,0
Analytics Engineer,SE,FT,On-site,2024,United Kingdom,83376,GBP,104220,United Kingdom,M,0
Data Analyst,EN,FT,Remote,2024,United Kingdom,40000,GBP,50000,United Kingdom,M,100
Data Analyst,EN,FT,Remote,2024,United Kingdom,35000,GBP,43750,United Kingdom,M,100
Data Engineer,MI,FT,Remote,2024,United Kingdom,37000,GBP,46250,United Kingdom,M,100
Data Engineer,MI,FT,Remote,2024,United Kingdom,24000,GBP,30000,United Kingdom,M,100
Machine Learning Engineer,MI,FT,Remote,2024,Spain,125800,EUR,139777,Spain,M,100
Machine Learning Engineer,MI,FT,Remote,2024,Spain,83900,EUR,93222,Spain,M,100
Machine Learning Engineer,SE,FT,On-site,2024,Egypt,212000,USD,212000,Egypt,M,0
Machine Learning Engineer,SE,FT,On-site,2024,Egypt,93300,USD,93300,Egypt,M,0
ML Engineer,SE,FT,On-site,2024,Germany,212000,USD,212000,Germany,M,0
ML Engineer,SE,FT,On-site,2024,Germany,93300,USD,93300,Germany,M,0
Data Science,EN,PT,Hybrid,2024,Germany,15000,EUR,16666,Germany,M,50
Data Engineer,SE,FT,Remote,2024,Canada,171210,USD,171210,Canada,M,100
Data Engineer,SE,FT,Remote,2024,Canada,92190,USD,92190,Canada,M,100
Analytics Engineer,SE,FT,On-site,2024,Canada,130000,USD,130000,Canada,M,0
Analytics Engineer,SE,FT,On-site,2024,Canada,110000,USD,110000,Canada,M,0
Data Scientist,MI,FT,On-site,2024,Canada,137930,USD,137930,Canada,M,0
Data Scientist,MI,FT,On-site,2024,Canada,74270,USD,74270,Canada,M,0
Data Scientist,SE,FT,On-site,2024,Canada,225000,USD,225000,Canada,M,0
Data Scientist,SE,FT,On-site,2024,Canada,153000,USD,153000,Canada,M,0
Machine Learning Scientist,SE,FT,On-site,2024,Canada,235000,USD,235000,Canada,M,0
Machine Learning Scientist,SE,FT,On-site,2024,Canada,153000,USD,153000,Canada,M,0
Analytics Engineer,SE,FT,On-site,2024,Canada,209990,USD,209990,Canada,M,0
Analytics Engineer,SE,FT,On-site,2024,Canada,140000,USD,140000,Canada,M,0
Machine Learning Engineer,SE,FT,Remote,2024,Canada,303400,USD,303400,Canada,M,100
Machine Learning Engineer,SE,FT,Remote,2024,Canada,216700,USD,216700,Canada,M,100
Data Modeler,SE,FT,On-site,2024,Canada,171210,USD,171210,Canada,M,0
Data Modeler,SE,FT,On-site,2024,Canada,92190,USD,92190,Canada,M,0
Data Scientist,MI,FT,On-site,2024,Canada,110630,USD,110630,Canada,M,0
Data Scientist,MI,FT,On-site,2024,Canada,59570,USD,59570,Canada,M,0
Data Analyst,MI,FT,On-site,2024,Canada,78000,USD,78000,Canada,M,0
Data Analyst,MI,FT,On-site,2024,Canada,54000,USD,54000,Canada,M,0
Data Scientist,SE,FT,On-site,2024,Canada,130000,USD,130000,Canada,M,0
Data Scientist,SE,FT,On-site,2024,Canada,120000,USD,120000,Canada,M,0
Data Analyst,SE,FT,On-site,2024,Canada,140000,USD,140000,Canada,M,0
Data Analyst,SE,FT,On-site,2024,Canada,107000,USD,107000,Canada,M,0
Data Scientist,MI,FT,On-site,2024,Canada,224000,USD,224000,Canada,M,0
Data Scientist,MI,FT,On-site,2024,Canada,146000,USD,146000,Canada,M,0
Data Engineer,MI,FT,On-site,2024,Australia,133000,USD,133000,Australia,M,0
Data Engineer,MI,FT,On-site,2024,Australia,58300,USD,58300,Australia,M,0
Research Engineer,MI,FT,On-site,2024,Australia,74276,USD,74276,Australia,M,0
Research Engineer,MI,FT,On-site,2024,Australia,70230,USD,70230,Australia,M,0
Machine Learning Engineer,MI,FT,Remote,2023,Vietnam,84000,USD,84000,Vietnam,M,100
Machine Learning Engineer,MI,FT,Remote,2023,Vietnam,48000,USD,48000,Vietnam,M,100
Machine Learning Engineer,MI,FT,Remote,2023,Vietnam,72000,USD,72000,Vietnam,M,100
Data Modeler,SE,FT,On-site,2023,US,258700,USD,258700,US,M,0
Data Modeler,SE,FT,On-site,2023,US,146600,USD,146600,US,M,0
Data Science Manager,MI,FT,Remote,2023,US,190000,USD,190000,US,M,100
Data Science Manager,MI,FT,Remote,2023,US,160000,USD,160000,US,M,100
Research Analyst,EN,FT,Remote,2023,US,90000,USD,90000,US,M,100
Research Analyst,EN,FT,Remote,2023,US,65000,USD,65000,US,M,100
Data Engineer,MI,FT,Remote,2023,US,160000,USD,160000,US,M,100
Data Engineer,MI,FT,Remote,2023,US,130000,USD,130000,US,M,100
Data Analyst,MI,FT,On-site,2023,US,85000,USD,85000,US,M,0
Data Analyst,MI,FT,On-site,2023,US,65000,USD,65000,US,M,0
ETL Developer,SE,FT,On-site,2023,US,143800,USD,143800,US,M,0
ETL Developer,SE,FT,On-site,2023,US,95800,USD,95800,US,M,0
Machine Learning Engineer,MI,FT,On-site,2023,US,166000,USD,166000,US,M,0
Machine Learning Engineer,MI,FT,On-site,2023,US,73100,USD,73100,US,M,0
Data Engineer,MI,FT,On-site,2023,US,114000,USD,114000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,72000,USD,72000,US,M,0
Data Analyst,MI,FT,On-site,2023,US,102500,USD,102500,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,258700,USD,258700,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,160000,USD,160000,US,M,0
Data Scientist,SE,FT,Remote,2023,US,203649,USD,203649,US,M,100
Data Scientist,SE,FT,Remote,2023,US,183284,USD,183284,US,M,100
Data Specialist,MI,FT,On-site,2023,US,81800,USD,81800,US,M,0
Data Specialist,MI,FT,On-site,2023,US,70800,USD,70800,US,M,0
Data Analyst,SE,FT,On-site,2023,US,130000,USD,130000,US,M,0
Data Analyst,SE,FT,On-site,2023,US,80850,USD,80850,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,215000,USD,215000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,146900,USD,146900,US,M,0
Data Strategist,SE,FT,On-site,2023,US,242000,USD,242000,US,M,0
Data Strategist,SE,FT,On-site,2023,US,106200,USD,106200,US,M,0
Machine Learning Engineer,MI,FT,On-site,2023,US,165000,USD,165000,US,M,0
Machine Learning Engineer,MI,FT,On-site,2023,US,135000,USD,135000,US,M,0
Data Analyst,EN,FT,Remote,2023,US,75065,USD,75065,US,M,100
Data Analyst,EN,FT,Remote,2023,US,41419,USD,41419,US,M,100
Data Engineer,SE,FT,Remote,2023,US,145000,USD,145000,US,M,100
Data Engineer,SE,FT,Remote,2023,US,120000,USD,120000,US,M,100
Prompt Engineer,SE,FT,On-site,2023,US,184000,USD,184000,US,M,0
Prompt Engineer,SE,FT,On-site,2023,US,112000,USD,112000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,275000,USD,275000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,170000,USD,170000,US,M,0
Data Scientist,EN,FT,On-site,2023,US,100000,USD,100000,US,M,0
Data Scientist,EN,FT,On-site,2023,US,70000,USD,70000,US,M,0
Data Scientist,MI,FT,On-site,2023,US,135700,USD,135700,US,M,0
Data Scientist,MI,FT,On-site,2023,US,108560,USD,108560,US,M,0
Research Engineer,SE,FT,On-site,2023,US,300000,USD,300000,US,M,0
Research Engineer,SE,FT,On-site,2023,US,180000,USD,180000,US,M,0
Business Intelligence Analyst,SE,FT,Remote,2023,US,189000,USD,189000,US,M,100
Business Intelligence Analyst,SE,FT,Remote,2023,US,118100,USD,118100,US,M,100
Data Science Lead,SE,FT,On-site,2023,US,148300,USD,148300,US,M,0
Data Science Lead,SE,FT,On-site,2023,US,84700,USD,84700,US,M,0
Analytics Engineer,MI,FT,On-site,2023,US,149925,USD,149925,US,M,0
Analytics Engineer,MI,FT,On-site,2023,US,91260,USD,91260,US,M,0
Data Scientist,SE,FT,On-site,2023,US,277000,USD,277000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,173000,USD,173000,US,M,0
Applied Scientist,SE,FT,On-site,2023,US,250900,USD,250900,US,M,0
Applied Scientist,SE,FT,On-site,2023,US,135200,USD,135200,US,M,0
Data Scientist,SE,FT,On-site,2023,US,187415,USD,187415,US,M,0
Data Scientist,SE,FT,On-site,2023,US,114080,USD,114080,US,M,0
Data Scientist,MI,FT,On-site,2023,US,220000,USD,220000,US,M,0
Data Scientist,MI,FT,On-site,2023,US,137500,USD,137500,US,M,0
Data Analyst,MI,FT,On-site,2023,US,119000,USD,119000,US,M,0
Data Analyst,MI,FT,On-site,2023,US,52100,USD,52100,US,M,0
Business Intelligence Developer,SE,FT,Remote,2023,US,120000,USD,120000,US,M,100
Business Intelligence Developer,SE,FT,Remote,2023,US,102000,USD,102000,US,M,100
Data Analyst,EN,FT,On-site,2023,US,64000,USD,64000,US,M,0
Data Analyst,EN,FT,On-site,2023,US,60000,USD,60000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,179000,USD,179000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,112000,USD,112000,US,M,0
Data Analyst,EN,FT,On-site,2023,US,65000,USD,65000,US,M,0
Data Analyst,EN,FT,On-site,2023,US,54000,USD,54000,US,M,0
Business Intelligence Analyst,MI,FT,On-site,2023,US,119000,USD,119000,US,M,0
Business Intelligence Analyst,MI,FT,On-site,2023,US,52100,USD,52100,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,250000,USD,250000,US,M,0
Machine Learning Engineer,SE,FT,On-site,2023,US,140000,USD,140000,US,M,0
Data Scientist,EN,FT,On-site,2023,US,113800,USD,113800,US,M,0
Data Scientist,EN,FT,On-site,2023,US,63200,USD,63200,US,M,0
Data Scientist,SE,FT,On-site,2023,US,210000,USD,210000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,160000,USD,160000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,170000,USD,170000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,130000,USD,130000,US,M,0
Research Scientist,SE,FT,On-site,2023,US,247600,USD,247600,US,L,0
Research Scientist,SE,FT,On-site,2023,US,127300,USD,127300,US,L,0
Machine Learning Engineer,MI,FT,On-site,2023,US,125000,USD,125000,US,M,0
Machine Learning Engineer,MI,FT,On-site,2023,US,100000,USD,100000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,140000,USD,140000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,247300,USD,247300,US,M,0
Data Engineer,SE,FT,On-site,2023,US,139700,USD,139700,US,M,0
Data Analyst,SE,FT,Remote,2023,US,192000,USD,192000,US,M,100
Data Analyst,SE,FT,Remote,2023,US,138240,USD,138240,US,M,100
Data Scientist,SE,FT,On-site,2023,US,170000,USD,170000,US,M,0
Data Scientist,SE,FT,On-site,2023,US,130000,USD,130000,US,M,0
Data Architect,SE,FT,Remote,2023,US,100000,USD,100000,US,M,100
Data Architect,SE,FT,Remote,2023,US,90000,USD,90000,US,M,100
Data Analyst,SE,FT,Remote,2023,US,170000,USD,170000,US,M,100
Data Analyst,SE,FT,Remote,2023,US,130000,USD,130000,US,M,100
Data Engineer,MI,FT,On-site,2023,US,186000,USD,186000,US,M,0
Data Engineer,MI,FT,On-site,2023,US,81800,USD,81800,US,M,0
Data Engineer,SE,FT,On-site,2023,US,166000,USD,166000,US,M,0
Data Engineer,SE,FT,On-site,2023,US,73100,USD,73100,US,M,0
Data Analyst,MI,FT,On-site,2023,US,115950,USD,115950,US,M,0
Data Analyst,MI,FT,On-site,2023,US,69570,USD,69570,US,M,0
Data Science,SE,FT,On-site,2023,US,142300,USD,142300,US,M,0
Data Science,SE,FT,On-site,2023,US,71200,USD,71200,US,M,0
Data Science,MI,FT,On-site,2023,US,179000,USD,179000,US,M,0
Data Science,MI,FT,On-site,2023,US,106500,USD,106500,US,M,0
Data Analyst,SE,FT,Remote,2023,US,119200,USD,119200,US,M,100
Data Analyst,SE,FT,Remote,2023,US,86600,USD,86600,US,M,100
Data Engineer,SE,FT,Remote,2023,US,140544,USD,140544,US,M,100
Data Engineer,SE,FT,Remote,2023,US,82673,USD,82673,US,M,100
Business Intelligence Engineer,SE,FT,On-site,2023,US,108350,USD,108350,US,M,0
Business Intelligence Engineer,SE,FT,On-site,2023,US,78800,USD,78800,US,M,0
Data Engineer,SE,FT,On-site,2023,US,162540,USD,162540,US,M,0
Data Engineer,SE,FT,On-site,2023,US,87570,USD,87570,US,M,0
Data Architect,SE,FT,On-site,2023,US,213600,USD,213600,US,M,0
Data Architect,SE,FT,On-site,2023,US,103200,USD,103200,US,M,0
